10,10,5,25.493683576583862
0,20,9,25.488935708999634
30,30,9,17.084725379943848
40,40,9,22.122316360473633
50,50,9,27.124260902404785
60,60,9,32.13997983932495
70,70,9,37.13964486122131
80,80,15,41.13919281959534
90,90,15,25.488105535507202
