10,10,5,25.45249080657959
20,20,5,50.49409866333008
30,30,5,75.5479519367218
40,40,5,100.59007620811462
50,50,5,125.63676643371582
60,60,5,150.6656093597412
70,70,5,175.71329021453857
80,80,5,200.77113890647888
90,90,5,225.77181124687195
